,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T419,Moses Brown,IND,C,22,9.1,3.4,3.9,0.3,0.2,0.3,0.0,50.8,29.0,0.5,0.0,0.0,1.5,3.0,0.4,1.4,0.0,0.0,1.2,9.7
T419,Wenyen Gabriel,FA,C,5,16.2,3.4,5.0,0.6,0.4,0.4,0.2,36.4,0.0,1.6,1.2,16.7,1.6,4.4,0.0,1.0,0.0,0.0,2.0,11.1
T419,Yuta Watanabe,FA,F,34,13.7,3.4,1.6,0.4,0.4,0.2,0.7,35.3,58.8,0.6,2.5,29.4,1.2,3.4,0.3,0.5,0.0,0.0,1.1,7.1
T419,Gui Santos,GSW,F,24,8.2,3.4,2.1,0.6,0.2,0.1,0.4,50.9,94.1,0.3,1.1,37.0,1.2,2.3,0.7,0.7,0.0,0.0,1.0,7.3
T419,Jalen McDaniels,FA,F,50,10.7,3.4,1.6,0.7,0.4,0.1,0.2,34.4,73.0,0.6,1.4,16.9,1.3,3.8,0.5,0.7,0.0,0.0,1.0,7.3
T419,Mouhamed Gueye,ATL,C,7,10.7,3.4,3.1,0.6,0.7,0.6,0.4,34.8,83.3,0.1,1.3,33.3,1.1,3.3,0.7,0.9,0.0,0.0,1.9,11.8
T419,Buddy Boeheim,FA,G,10,8.2,3.4,1.0,0.3,0.0,0.1,0.8,31.0,80.0,0.0,2.5,32.0,0.9,2.9,0.8,1.0,0.0,0.0,0.5,5.4
T419,Marques Bolden,FA,C,11,11.2,3.4,3.1,0.4,0.3,0.6,0.0,68.0,75.0,0.3,0.1,0.0,1.5,2.3,0.3,0.4,0.0,0.0,0.9,10.1
T428,Oshae Brissett,FA,F,65,10.5,3.3,2.7,0.7,0.3,0.2,0.3,45.1,59.8,0.3,0.9,29.8,1.1,2.5,0.8,1.3,0.0,0.0,0.9,8.7
T428,Terquavion Smith,FA,G,16,5.3,3.3,0.3,0.8,0.5,0.0,0.8,39.1,60.0,0.4,2.2,37.1,1.1,2.9,0.2,0.3,0.0,0.0,0.5,5.7
T428,Micah Potter,UTA,C,16,11.6,3.3,2.7,0.4,0.3,0.4,0.6,47.5,75.0,0.3,1.3,42.9,1.2,2.5,0.4,0.5,0.0,0.0,0.9,8.7
T428,Oscar Tshiebwe,UTA,C,8,5.3,3.3,2.0,0.3,0.3,0.1,0.0,50.0,75.0,0.0,0.0,0.0,1.3,2.5,0.8,1.0,0.0,0.0,0.4,7.2
T428,Charles Bassey,SAS,C,19,10.7,3.3,4.0,1.1,0.4,0.9,0.0,72.5,83.3,0.8,0.1,0.0,1.5,2.1,0.3,0.3,0.0,0.0,1.6,12.9
T428,Lindy Waters,GSW,F,41,7.0,3.3,1.0,0.6,0.1,0.2,0.9,46.7,100.0,0.2,2.1,43.0,1.2,2.6,0.0,0.0,0.0,0.0,0.6,6.1
T428,Garrett Temple,TOR,G,27,10.7,3.3,1.7,1.0,0.4,0.1,0.4,37.2,81.8,0.5,1.5,30.0,1.1,2.9,0.7,0.8,0.0,0.0,1.0,8.0
T435,Boban Marjanovic,FA,C,14,5.0,3.2,2.3,0.4,0.1,0.1,0.0,52.9,64.3,0.4,0.1,0.0,1.3,2.4,0.6,1.0,0.0,0.0,0.4,6.9
T435,Nassir Little,FA,F,49,9.6,3.2,1.6,0.4,0.2,0.2,0.4,46.5,85.0,0.3,1.5,30.1,1.2,2.6,0.3,0.4,0.0,0.0,0.8,6.7
T435,Jaden Springer,BOS,G,53,10.0,3.2,1.5,0.8,0.7,0.3,0.2,40.4,83.3,0.7,0.9,20.8,1.2,2.8,0.7,0.8,0.0,0.0,1.3,8.5
T435,Jordan McLaughlin,SAC,G,62,10.5,3.2,1.2,1.8,0.6,0.1,0.7,46.8,65.0,0.3,1.5,44.7,1.2,2.5,0.2,0.3,0.0,0.0,0.5,9.1
T435,JT Thor,CLE,F,63,12.3,3.2,2.3,0.5,0.2,0.4,0.4,43.7,55.0,0.2,1.3,34.6,1.3,2.9,0.2,0.3,0.0,0.0,1.0,8.2
T435,Kira Lewis,FA,G,28,9.4,3.2,0.9,1.3,0.3,0.1,0.1,37.0,85.0,0.5,1.2,12.1,1.2,3.3,0.6,0.7,0.0,0.0,0.5,7.0
T435,Brandon Williams,DAL,G,17,6.7,3.2,0.8,1.0,0.1,0.1,0.2,37.0,64.7,0.4,0.9,20.0,1.2,3.2,0.6,1.0,0.0,0.0,0.2,5.5
T435,Ish Smith,FA,G,43,17.2,3.2,1.8,3.4,0.4,0.1,0.1,41.8,75.0,1.1,0.2,50.0,1.5,3.7,0.1,0.1,0.0,0.0,1.1,10.8
443,Zeke Nnaji,DEN,C,61,9.6,3.1,2.1,0.5,0.2,0.6,0.1,46.7,67.2,0.5,0.4,26.1,1.2,2.5,0.7,1.0,0.0,0.0,1.3,8.6
T444,Johnny Davis,WAS,G,50,12.3,3.0,1.4,0.6,0.4,0.2,0.3,40.3,58.3,0.3,0.8,35.0,1.2,3.1,0.3,0.5,0.0,0.0,1.1,7.1
T444,Dalen Terry,CHI,F,61,11.6,3.0,2.0,1.4,0.4,0.3,0.3,42.6,58.1,0.5,1.3,22.1,1.2,2.8,0.4,0.7,0.0,0.0,1.4,9.2
T444,Tristan Thompson,CLE,C,59,10.9,3.0,3.3,1.0,0.2,0.3,0.0,58.8,29.6,0.5,0.0,0.0,1.4,2.3,0.3,0.9,0.0,0.0,1.2,9.6
T444,Jarace Walker,IND,F,42,8.8,3.0,1.6,1.0,0.4,0.3,0.5,40.0,83.3,0.5,1.4,37.9,1.1,2.9,0.2,0.3,0.0,0.0,0.7,8.1
T444,Saben Lee,FA,G,24,7.7,3.0,1.3,1.3,0.3,0.1,0.1,36.4,74.4,0.3,0.7,12.5,0.8,2.3,1.2,1.6,0.0,0.0,0.5,7.3
T444,Mike Muscala,FA,C,53,11.3,3.0,2.4,0.7,0.2,0.2,0.5,35.9,68.0,0.4,1.8,29.2,1.1,2.9,0.3,0.5,0.0,0.0,1.0,7.6
T444,Wesley Matthews,FA,F,37,11.4,3.0,1.4,0.6,0.4,0.3,0.6,34.3,75.0,0.2,1.9,33.8,0.9,2.7,0.5,0.6,0.0,0.0,1.2,7.6
T451,Jeremiah Robinson-Earl,NOP,C,40,8.4,2.9,1.9,0.6,0.3,0.1,0.3,47.4,66.7,0.4,1.0,33.3,1.2,2.4,0.3,0.5,0.0,0.0,0.6,6.7
T451,Dwight Powell,DAL,C,75,11.7,2.9,3.0,1.2,0.4,0.3,0.0,67.0,70.5,0.5,0.0,33.3,1.0,1.5,0.9,1.3,0.0,0.0,1.6,9.6
T451,T.J. Warren,FA,F,14,9.6,2.9,1.8,0.7,0.3,0.1,0.1,41.9,75.0,0.3,1.0,14.3,1.3,3.1,0.2,0.3,0.0,0.0,0.8,6.9
T451,Gabe Vincent,LAL,G,17,17.9,2.9,1.2,1.5,0.7,0.0,0.4,31.3,66.7,0.5,2.3,15.4,1.2,3.9,0.1,0.2,0.0,0.0,1.6,8.3
T451,Nate Williams,HOU,G,22,5.9,2.9,1.0,0.3,0.2,0.0,0.1,54.0,53.8,0.2,0.2,40.0,1.2,2.3,0.3,0.6,0.0,0.0,0.5,5.1
T451,Trevelin Queen,ORL,G,14,11.8,2.9,1.4,1.3,0.5,0.4,0.2,36.8,75.0,0.5,1.2,17.6,1.0,2.7,0.6,0.9,0.0,0.0,1.1,8.6
T457,D.J. Carton,TOR,G,4,8.5,2.8,1.0,0.8,0.3,0.0,0.3,37.5,80.0,0.3,1.0,25.0,0.8,2.0,1.0,1.3,0.0,0.0,0.8,5.6
T457,A.J. Lawson,FA,G,52,6.6,2.8,1.0,0.4,0.2,0.1,0.3,44.6,64.0,0.3,1.1,26.8,1.1,2.5,0.3,0.5,0.0,0.0,0.4,5.2
T457,Henri Drell,FA,F,4,7.3,2.8,1.0,1.0,0.5,0.3,0.5,40.0,50.0,0.5,1.5,33.3,1.0,2.5,0.3,0.5,0.0,0.0,1.5,7.2
T457,Olivier-Maxence Prosper,DAL,F,43,8.0,2.8,1.9,0.5,0.2,0.1,0.3,37.7,68.3,0.2,1.0,28.9,0.9,2.5,0.7,1.0,0.0,0.0,0.5,6.5
T461,Leaky Black,FA,F,26,10.9,2.7,1.8,0.9,0.3,0.4,0.3,48.1,66.7,0.2,0.8,45.0,1.0,2.0,0.4,0.6,0.0,0.0,0.7,8.2
T461,Emoni Bates,CLE,F,15,8.9,2.7,0.9,0.7,0.1,0.1,0.7,30.6,25.0,0.5,2.2,30.3,1.0,3.3,0.1,0.3,0.0,0.0,0.3,4.9
T461,Malik Williams,FA,C,7,15.1,2.7,5.4,0.3,0.4,0.6,0.1,26.5,0.0,0.4,0.7,20.0,1.3,4.9,0.0,0.3,0.0,0.0,2.1,12.2
T464,Orlando Robinson,SAC,C,38,8.1,2.6,2.2,0.9,0.2,0.2,0.2,49.3,76.0,0.5,0.4,50.0,0.9,1.9,0.5,0.7,0.0,0.0,0.9,7.5
T464,Damian Jones,FA,C,41,6.9,2.6,1.6,0.4,0.2,0.3,0.1,59.7,85.7,0.4,0.3,21.4,1.0,1.8,0.4,0.5,0.0,0.0,0.7,6.3
T464,Otto Porter,FA,F,15,11.6,2.6,1.9,0.5,0.3,0.3,0.5,42.4,100.0,0.1,1.5,34.8,0.9,2.2,0.2,0.2,0.0,0.0,1.3,7.6
T464,Moussa Diabate,CHA,C,11,6.0,2.6,2.2,0.4,0.5,0.1,0.0,52.6,64.3,0.2,0.0,0.0,0.9,1.7,0.8,1.3,0.0,0.0,0.4,7.3
T464,Timmy Allen,FA,F,5,24.8,2.6,3.4,1.0,0.8,0.0,0.0,26.1,50.0,0.4,1.4,0.0,1.2,4.6,0.2,0.4,0.0,0.0,3.6,10.2
T464,Markieff Morris,DAL,C,27,8.5,2.6,1.6,0.6,0.2,0.1,0.6,32.9,83.3,0.5,1.7,35.6,0.9,2.7,0.2,0.2,0.0,0.0,0.5,5.8
T470,Greg Brown,FA,F,6,6.8,2.5,1.5,0.7,0.0,0.7,0.2,45.5,44.4,0.7,0.5,33.3,0.8,1.8,0.7,1.5,0.0,0.0,0.8,6.6
T470,Furkan Korkmaz,FA,G,35,8.6,2.5,0.9,0.7,0.4,0.1,0.4,39.5,70.0,0.3,1.1,35.0,0.9,2.2,0.4,0.6,0.0,0.0,0.5,5.8
T470,Dylan Windler,FA,F,17,6.4,2.5,0.9,0.6,0.1,0.0,0.8,50.0,0.0,0.1,1.6,48.1,0.9,1.8,0.0,0.0,0.0,0.0,0.4,4.8
T470,Alex Fudge,FA,F,6,6.7,2.5,0.8,0.0,0.5,0.0,0.2,40.0,100.0,0.3,0.8,20.0,1.0,2.5,0.3,0.3,0.0,0.0,0.3,4.7
T474,Harry Giles,FA,C,23,4.3,2.4,1.3,0.3,0.1,0.1,0.1,46.0,53.8,0.3,0.6,21.4,1.0,2.2,0.3,0.6,0.0,0.0,0.7,4.8
T474,AJ Griffin,FA,F,20,8.5,2.4,0.9,0.3,0.1,0.1,0.5,29.0,100.0,0.4,2.0,25.6,0.9,3.1,0.1,0.1,0.0,0.0,0.3,3.9
T474,Mouhamadou Gueye,FA,F,11,10.7,2.4,2.1,0.5,0.3,1.6,0.0,28.9,44.4,1.1,0.3,0.0,1.0,3.5,0.4,0.8,0.0,0.0,1.4,10.2
T474,Xavier Moon,FA,G,14,8.5,2.4,1.3,1.5,0.2,0.2,0.1,32.6,50.0,0.4,1.2,11.8,1.1,3.3,0.1,0.1,0.0,0.0,0.6,7.1
T474,Joe Harris,FA,F,16,10.7,2.4,0.8,0.6,0.2,0.1,0.6,35.9,50.0,0.3,1.9,33.3,0.9,2.4,0.1,0.1,0.0,0.0,1.2,5.0
T474,Alex Len,SAC,C,50,9.2,2.4,2.6,1.0,0.2,0.7,0.0,60.2,58.8,0.5,0.1,0.0,1.0,1.7,0.4,0.7,0.0,0.0,1.3,9.3
T474,Cory Joseph,ORL,G,26,11.4,2.4,1.2,1.6,0.2,0.1,0.5,35.9,57.1,0.5,1.6,31.0,0.9,2.5,0.2,0.3,0.0,0.0,1.0,6.6
T481,Amari Bailey,FA,G,10,6.3,2.3,0.9,0.7,0.3,0.0,0.1,33.3,85.7,0.4,0.8,12.5,0.8,2.4,0.6,0.7,0.0,0.0,0.2,4.9
T481,Isaiah Mobley,FA,F,10,7.2,2.3,1.0,0.6,0.2,0.0,0.3,41.7,0.0,0.2,1.0,30.0,1.0,2.4,0.0,0.1,0.0,0.0,0.6,4.8
T481,Dereon Seabron,FA,G,6,9.2,2.3,1.2,0.8,0.3,0.2,0.2,30.8,83.3,0.0,0.3,50.0,0.7,2.2,0.8,1.0,0.0,0.0,0.7,6.5
T481,Olivier Sarr,FA,C,15,6.6,2.3,2.4,0.1,0.0,0.5,0.1,57.9,66.7,0.2,0.4,33.3,0.7,1.3,0.7,1.0,0.0,0.0,1.2,6.5
T481,Jamaree Bouyea,FA,G,9,10.4,2.3,2.1,1.2,0.1,0.0,0.1,35.7,0.0,1.0,1.0,11.1,1.1,3.1,0.0,0.0,0.0,0.0,1.1,6.0
T481,Cole Swider,DET,F,18,4.9,2.3,0.4,0.3,0.1,0.1,0.6,39.5,100.0,0.4,1.7,33.3,0.8,2.1,0.1,0.1,0.0,0.0,0.2,3.1
T481,Chuma Okeke,FA,F,49,9.0,2.3,1.6,0.4,0.2,0.1,0.5,36.5,62.5,0.3,1.7,28.6,0.9,2.3,0.1,0.2,0.0,0.0,0.4,5.6
T488,Reggie Bullock,FA,F,44,9.5,2.2,1.7,0.3,0.3,0.1,0.6,41.5,100.0,0.2,1.5,40.3,0.8,1.9,0.0,0.0,0.0,0.0,0.7,5.6
T488,Andre Jackson,MIL,F,62,10.2,2.2,2.0,1.0,0.3,0.1,0.3,49.5,72.7,0.5,0.8,36.5,0.9,1.8,0.1,0.2,0.0,0.0,1.6,6.9
T488,Julian Phillips,CHI,F,40,8.0,2.2,0.9,0.3,0.2,0.2,0.3,41.6,68.4,0.3,1.0,31.6,0.8,1.9,0.3,0.5,0.0,0.0,1.0,4.6
T488,Udoka Azubuike,FA,C,16,7.0,2.2,2.0,0.2,0.1,0.4,0.0,69.6,23.1,0.3,0.0,0.0,1.0,1.4,0.2,0.8,0.1,0.0,1.1,5.9
T488,Trent Forrest,FA,G,38,10.8,2.2,1.3,2.4,0.3,0.1,0.1,37.8,76.5,0.5,0.3,20.0,0.9,2.4,0.3,0.4,0.0,0.0,0.7,8.0
T488,Nate Hinton,FA,F,15,4.9,2.2,1.5,0.7,0.2,0.1,0.5,42.3,80.0,0.2,0.9,50.0,0.7,1.7,0.3,0.3,0.0,0.0,0.7,5.8
T494,Colby Jones,SAC,G,31,6.2,2.1,1.3,0.7,0.2,0.2,0.1,38.9,54.5,0.3,0.7,9.1,0.9,2.3,0.2,0.4,0.0,0.0,0.9,5.5
T494,Ish Wainright,FA,F,11,5.7,2.1,1.3,0.1,0.4,0.1,0.6,29.2,100.0,0.2,1.8,35.0,0.6,2.2,0.2,0.2,0.0,0.0,0.7,4.9
T496,Ty Jerome,CLE,G,2,7.0,2.0,0.5,1.5,0.0,0.0,0.0,50.0,0.0,0.5,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.4
T496,JD Davison,BOS,G,8,4.9,2.0,1.3,1.3,0.1,0.1,0.4,41.7,75.0,0.3,0.9,42.9,0.6,1.5,0.4,0.5,0.0,0.0,0.5,5.9
T496,Lindell Wigginton,FA,G,3,2.3,2.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.3,0.7,0.0,0.7,1.7,0.7,0.7,0.0,0.0,0.3,1.7
T496,Jericho Sims,NYK,C,50,12.3,2.0,3.1,0.5,0.2,0.4,0.0,70.2,67.9,0.3,0.0,0.0,0.8,1.1,0.4,0.6,0.0,0.0,0.9,8.0
T496,Jordan Ford,FA,G,6,3.3,2.0,0.3,0.3,0.0,0.0,0.3,57.1,100.0,0.2,0.5,66.7,0.7,1.2,0.3,0.3,0.0,0.0,0.0,2.7
T496,Isaiah Wong,FA,G,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
T496,Kevon Harris,FA,G,2,3.0,2.0,1.0,0.5,0.0,0.0,0.0,66.7,0.0,0.5,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.5,3.5
T496,D'Moi Hodge,FA,G,7,5.7,2.0,0.0,0.7,0.1,0.1,0.4,33.3,50.0,0.1,1.7,25.0,0.7,2.1,0.1,0.3,0.0,0.0,0.6,3.8
T496,Markquis Nowell,FA,G,1,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,10.4
T505,P.J. Tucker,LAC,F,33,15.6,1.9,2.7,0.5,0.5,0.2,0.5,39.3,100.0,0.3,1.2,41.0,0.7,1.7,0.1,0.1,0.0,0.0,1.8,7.6
T505,Kobe Brown,LAC,F,47,8.5,1.9,1.4,0.5,0.3,0.1,0.3,41.1,50.0,0.2,1.0,29.2,0.8,1.9,0.0,0.0,0.0,0.0,1.1,5.3
T507,Justin Minaya,POR,F,34,11.2,1.8,1.6,0.6,0.3,0.3,0.4,29.7,55.6,0.3,1.4,24.5,0.6,2.2,0.1,0.3,0.0,0.0,1.0,6.1
T507,Cody Zeller,ATL,C,43,7.4,1.8,2.6,0.9,0.2,0.1,0.0,41.9,60.5,0.4,0.1,33.3,0.6,1.4,0.5,0.9,0.0,0.0,1.0,6.9
T507,Daishen Nix,MIN,G,15,3.3,1.8,0.2,0.4,0.3,0.0,0.4,37.5,50.0,0.3,1.1,35.3,0.6,1.6,0.2,0.4,0.0,0.0,0.1,3.3
T510,Jason Preston,FA,G,7,10.1,1.7,2.4,2.3,0.3,0.1,0.0,31.6,0.0,0.3,0.4,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.4,9.1
T510,Taj Gibson,CHA,C,20,10.1,1.7,1.9,0.6,0.2,0.4,0.1,40.5,100.0,0.3,0.5,20.0,0.8,1.9,0.1,0.1,0.0,0.0,1.6,6.0
T510,Kessler Edwards,DAL,F,55,5.0,1.7,0.8,0.3,0.2,0.1,0.4,41.5,55.6,0.1,0.9,38.5,0.6,1.5,0.1,0.2,0.0,0.0,0.5,3.7
T510,Jett Howard,ORL,F,20,3.7,1.7,0.4,0.4,0.1,0.1,0.4,36.4,50.0,0.3,1.3,30.8,0.6,1.7,0.1,0.2,0.0,0.0,0.3,3.1
T514,Seth Lundy,ATL,G,9,5.8,1.6,0.8,0.0,0.0,0.0,0.3,23.5,75.0,0.1,1.4,23.1,0.4,1.9,0.3,0.4,0.0,0.0,0.7,2.4
T514,Jalen Hood-Schifino,LAL,G,21,5.2,1.6,0.6,0.4,0.1,0.1,0.1,22.2,60.0,0.4,0.7,13.3,0.5,2.1,0.6,1.0,0.0,0.0,0.6,3.2
T514,Jordan Miller,LAC,G,8,3.5,1.6,0.6,0.0,0.0,0.0,0.1,55.6,100.0,0.1,0.3,50.0,0.6,1.1,0.3,0.3,0.0,0.0,0.3,2.3
T517,Terry Taylor,FA,F,31,6.1,1.5,1.2,0.3,0.2,0.1,0.1,51.3,80.0,0.2,0.3,22.2,0.6,1.3,0.1,0.2,0.0,0.0,0.5,3.9
T517,Leonard Miller,MIN,F,20,3.1,1.5,1.2,0.4,0.1,0.1,0.1,61.9,50.0,0.1,0.3,33.3,0.7,1.1,0.1,0.1,0.0,0.0,0.3,3.9
T517,Jalen Pickett,DEN,G,30,4.4,1.5,0.5,0.7,0.1,0.0,0.3,44.7,75.0,0.3,0.9,34.6,0.6,1.3,0.1,0.1,0.0,0.0,0.5,3.4
T517,Adam Flagler,OKC,G,2,7.5,1.5,0.0,2.0,0.0,0.0,0.5,14.3,0.0,0.0,3.0,16.7,0.5,3.5,0.0,0.0,0.0,0.0,0.0,4.5
T517,Dariq Whitehead,BKN,F,2,12.0,1.5,2.0,1.5,0.0,0.5,0.0,20.0,50.0,0.0,1.5,0.0,0.5,2.5,0.5,1.0,0.0,0.0,0.0,7.7
T517,Jack White,FA,F,4,16.0,1.5,3.0,0.3,1.0,0.3,0.5,12.5,0.0,0.5,2.5,20.0,0.5,4.0,0.0,0.0,0.0,0.0,0.8,8.7
T517,Colin Castleton,MEM,C,16,3.6,1.5,0.8,0.2,0.1,0.0,0.0,56.3,100.0,0.2,0.0,0.0,0.6,1.0,0.4,0.4,0.0,0.0,0.7,2.9
T517,Ibou Badji,FA,C,22,10.2,1.5,2.3,0.6,0.1,0.9,0.0,63.6,50.0,0.7,0.0,0.0,0.6,1.0,0.3,0.5,0.0,0.0,2.1,7.7
T517,Josh Minott,MIN,F,37,3.0,1.5,0.6,0.3,0.1,0.1,0.2,42.2,85.7,0.1,0.4,40.0,0.5,1.2,0.3,0.4,0.0,0.0,0.3,3.4
T526,Mason Jones,SAC,G,5,5.6,1.4,1.0,1.0,0.2,0.0,0.4,25.0,50.0,0.4,1.4,28.6,0.4,1.6,0.2,0.4,0.0,0.0,0.6,4.3
T526,Jerome Robinson,FA,G,22,3.7,1.4,0.3,0.2,0.0,0.1,0.1,33.3,63.6,0.1,0.8,11.8,0.5,1.5,0.3,0.5,0.0,0.0,0.2,2.5
T526,Jermaine Samuels,FA,F,14,4.2,1.4,0.9,0.2,0.1,0.1,0.0,64.3,100.0,0.0,0.1,0.0,0.6,1.0,0.1,0.1,0.0,0.0,0.4,3.5
T526,Mamadi Diakite,FA,F,10,4.0,1.4,0.7,0.3,0.2,0.2,0.0,44.4,75.0,0.2,0.3,0.0,0.4,0.9,0.6,0.8,0.0,0.0,0.5,3.7
T526,Jordan Walsh,BOS,F,12,7.8,1.4,1.8,0.4,0.4,0.1,0.2,38.9,50.0,0.3,0.8,20.0,0.6,1.5,0.1,0.2,0.0,0.0,0.9,5.5
T526,Jacob Toppin,NYK,F,9,4.1,1.4,0.8,0.3,0.0,0.1,0.1,55.6,100.0,0.1,0.4,25.0,0.6,1.0,0.2,0.2,0.0,0.0,0.3,3.1
T532,TyTy Washington,PHO,G,11,4.9,1.3,0.5,0.5,0.3,0.0,0.2,30.0,0.0,0.2,0.5,33.3,0.5,1.8,0.0,0.0,0.0,0.0,0.1,3.1
T532,Nathan Mensah,FA,C,25,12.3,1.3,2.6,0.4,0.2,0.6,0.0,42.9,75.0,0.6,0.0,0.0,0.5,1.1,0.4,0.5,0.0,0.0,2.6,6.8
T532,R.J. Hampton,FA,G,8,9.5,1.3,0.8,1.0,0.0,0.0,0.1,28.6,50.0,0.4,1.0,12.5,0.5,1.8,0.1,0.3,0.0,0.0,1.0,3.3
T535,Jay Huff,MEM,C,19,2.6,1.2,0.6,0.1,0.1,0.2,0.2,60.0,100.0,0.1,0.5,33.3,0.5,0.8,0.1,0.1,0.0,0.0,0.5,2.8
T535,Chris Livingston,MIL,F,23,4.2,1.2,0.9,0.2,0.1,0.0,0.0,52.2,42.9,0.2,0.2,20.0,0.5,1.0,0.1,0.3,0.0,0.0,0.7,2.7
T535,Keyontae Johnson,FA,F,9,7.4,1.2,1.1,0.4,0.1,0.0,0.1,31.3,0.0,0.4,0.3,33.3,0.6,1.8,0.0,0.0,0.0,0.0,0.6,3.1
T538,Isaiah Thomas,FA,G,7,3.4,1.1,0.0,0.4,0.0,0.0,0.3,25.0,0.0,0.1,0.7,40.0,0.4,1.7,0.0,0.0,0.0,0.0,0.0,1.6
T538,Admiral Schofield,FA,F,23,3.6,1.1,0.7,0.3,0.0,0.0,0.3,38.5,0.0,0.2,0.7,37.5,0.4,1.1,0.0,0.1,0.0,0.0,0.4,2.4
T538,Kendall Brown,FA,F,22,3.9,1.1,0.4,0.3,0.0,0.0,0.0,47.6,62.5,0.2,0.1,0.0,0.5,1.0,0.2,0.4,0.0,0.0,0.5,2.0
T538,Braxton Key,FA,F,20,3.0,1.1,0.9,0.5,0.1,0.1,0.1,41.2,75.0,0.1,0.3,40.0,0.4,0.9,0.3,0.4,0.0,0.0,0.3,3.3
T538,Robin Lopez,FA,C,16,3.9,1.1,0.3,0.3,0.1,0.2,0.1,36.8,100.0,0.1,0.5,25.0,0.4,1.2,0.1,0.1,0.0,0.0,0.4,2.5
T543,Joshua Primo,FA,G,2,5.0,1.0,0.5,0.0,0.0,0.5,0.0,33.3,0.0,2.0,0.5,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,1.1
T543,Hamidou Diallo,FA,F,2,2.5,1.0,1.0,0.5,1.0,0.0,0.0,50.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,5.5
T543,Hunter Tyson,DEN,F,21,2.9,1.0,0.6,0.1,0.0,0.0,0.2,33.3,50.0,0.1,0.8,23.5,0.4,1.1,0.0,0.1,0.0,0.0,0.5,1.9
T543,Frank Ntilikina,FA,G,5,8.6,1.0,1.2,0.8,0.0,0.0,0.2,11.1,100.0,0.2,1.6,12.5,0.2,1.8,0.4,0.4,0.0,0.0,0.8,3.4
T543,Filip Petrusev,FA,F,3,3.0,1.0,0.3,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.3,0.7,0.3,0.7,0.0,0.0,0.3,1.4
T543,DaQuan Jeffries,CHA,F,21,3.0,1.0,0.4,0.2,0.0,0.0,0.2,36.0,0.0,0.1,0.7,26.7,0.4,1.2,0.0,0.1,0.0,0.0,0.2,2.1
T549,James Johnson,IND,F,10,4.7,0.9,0.4,0.8,0.5,0.1,0.0,30.0,75.0,0.6,0.2,0.0,0.3,1.0,0.3,0.4,0.0,0.0,0.9,3.8
T549,Thanasis Antetokounmpo,FA,F,36,4.4,0.9,0.4,0.5,0.2,0.1,0.0,53.3,0.0,0.4,0.0,0.0,0.4,0.8,0.0,0.1,0.0,0.0,0.7,2.7
T551,Charlie Brown,FA,G,8,4.6,0.8,0.3,0.0,0.0,0.3,0.3,20.0,0.0,0.3,0.9,28.6,0.3,1.3,0.0,0.0,0.0,0.0,0.6,1.6
T551,Wendell Moore,DET,G,31,3.1,0.8,0.5,0.3,0.2,0.0,0.0,48.0,0.0,0.2,0.3,10.0,0.4,0.8,0.0,0.0,0.0,0.0,0.3,2.3
T553,Shaquille Harrison,FA,G,3,2.0,0.7,0.7,0.0,0.0,0.3,0.0,50.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.5
T553,Quenton Jackson,IND,G,3,3.7,0.7,1.3,0.7,0.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3,0.7,0.7,0.0,0.0,0.3,4.3
T553,Pat Spencer,GSW,G,6,4.5,0.7,0.7,0.8,0.0,0.0,0.0,50.0,0.0,0.2,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.2,2.6
T553,Alondes Williams,DET,G,7,2.3,0.7,0.1,0.0,0.0,0.1,0.0,25.0,100.0,0.3,0.6,0.0,0.3,1.1,0.1,0.1,0.0,0.0,0.3,1.0
T553,Jalen Slawson,FA,F,12,3.1,0.7,0.6,0.2,0.1,0.1,0.0,66.7,0.0,0.2,0.2,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.7,2.0
558,Juan Toscano-Anderson,FA,F,11,4.7,0.6,1.3,0.4,0.1,0.1,0.1,25.0,0.0,0.2,0.4,25.0,0.3,1.1,0.0,0.0,0.0,0.0,1.0,3.1
T559,Usman Garuba,FA,C,7,2.9,0.4,1.1,0.3,0.1,0.4,0.0,14.3,50.0,0.3,0.1,0.0,0.1,1.0,0.1,0.3,0.0,0.0,0.3,3.7
